"State","Year","Month","Lat","Long_","Confirmed","Deaths","Incident_Rate","Total_Test_Results","Case_Fatality_Ratio","Testing_Rate","Atmospheric.Pressure","Humidity","Indicator","Value"
"Alabama",2021,"Jan",32.3182,-86.9023,413561.290322581,5932.70967741936,8434.54387959215,4107882.2710521,1.42760570894025,76913.4558183007,915.820026892473,70.761066311828,"Symptoms of Anxiety Disorder or Depressive Disorder",42
"Alabama",2021,"Jan",32.3182,-86.9023,413561.290322581,5932.70967741936,8434.54387959215,4107882.2710521,1.42760570894025,76913.4558183007,915.820026892473,70.761066311828,"Symptoms of Depressive Disorder",29.3
"Alabama",2021,"Jan",32.3182,-86.9023,413561.290322581,5932.70967741936,8434.54387959215,4107882.2710521,1.42760570894025,76913.4558183007,915.820026892473,70.761066311828,"Symptoms of Anxiety Disorder",36.8
"Alabama",2021,"Jul",32.3182,-86.9023,560301.870967742,11427.2580645161,11427.3043127629,6806930.50468186,2.03983838104182,102976.97682722,997.415457064516,74.0174730967742,"Symptoms of Anxiety Disorder",31
"Alabama",2021,"Jul",32.3182,-86.9023,560301.870967742,11427.2580645161,11427.3043127629,6806930.50468186,2.03983838104182,102976.97682722,997.415457064516,74.0174730967742,"Symptoms of Depressive Disorder",25.3
"Alabama",2021,"Jul",32.3182,-86.9023,560301.870967742,11427.2580645161,11427.3043127629,6806930.50468186,2.03983838104182,102976.97682722,997.415457064516,74.0174730967742,"Symptoms of Anxiety Disorder or Depressive Disorder",35.9
"Alabama",2021,"Jun",32.3182,-86.9023,547627.166666667,11266.6,11168.8049026636,6699235.05461212,2.05733639982319,100047.740350452,875.233472166667,75.7297222333333,"Symptoms of Depressive Disorder",23
"Alabama",2021,"Jun",32.3182,-86.9023,547627.166666667,11266.6,11168.8049026636,6699235.05461212,2.05733639982319,100047.740350452,875.233472166667,75.7297222333333,"Symptoms of Anxiety Disorder or Depressive Disorder",30.65
"Alabama",2021,"Jun",32.3182,-86.9023,547627.166666667,11266.6,11168.8049026636,6699235.05461212,2.05733639982319,100047.740350452,875.233472166667,75.7297222333333,"Symptoms of Anxiety Disorder",26.05
"Alabama",2021,"Mar",32.3182,-86.9023,505790.387096774,10303.1612903226,10315.5476918936,5416269.81978421,2.03693351516943,90921.9028733122,910.171133035294,65.8521872111111,"Symptoms of Depressive Disorder",27.1333333333333
"Alabama",2021,"Mar",32.3182,-86.9023,505790.387096774,10303.1612903226,10315.5476918936,5416269.81978421,2.03693351516943,90921.9028733122,910.171133035294,65.8521872111111,"Symptoms of Anxiety Disorder or Depressive Disorder",36.3666666666667
"Alabama",2021,"Mar",32.3182,-86.9023,505790.387096774,10303.1612903226,10315.5476918936,5416269.81978421,2.03693351516943,90921.9028733122,910.171133035294,65.8521872111111,"Symptoms of Anxiety Disorder",30.9666666666667
"Alabama",2021,"May",32.3182,-86.9023,536404.387096774,11027.935483871,10939.9173618122,6615795.82005823,2.05599091284116,99043.276787938,914.219625876405,65.3014594606742,"Symptoms of Depressive Disorder",25
"Alabama",2021,"May",32.3182,-86.9023,536404.387096774,11027.935483871,10939.9173618122,6615795.82005823,2.05599091284116,99043.276787938,914.219625876405,65.3014594606742,"Symptoms of Anxiety Disorder or Depressive Disorder",30.65
"Alabama",2021,"May",32.3182,-86.9023,536404.387096774,11027.935483871,10939.9173618122,6615795.82005823,2.05599091284116,99043.276787938,914.219625876405,65.3014594606742,"Symptoms of Anxiety Disorder",25.95
"Alabama",2021,"Oct",32.3182,-86.9023,812799.064516129,15026.6774193548,16576.9609858924,9633144.08962293,1.8484846661793,150970.488461159,872.624418903226,77.6572146129032,"Symptoms of Anxiety Disorder or Depressive Disorder",34.1
"Alabama",2021,"Oct",32.3182,-86.9023,812799.064516129,15026.6774193548,16576.9609858924,9633144.08962293,1.8484846661793,150970.488461159,872.624418903226,77.6572146129032,"Symptoms of Anxiety Disorder",28.7
"Alabama",2021,"Oct",32.3182,-86.9023,812799.064516129,15026.6774193548,16576.9609858924,9633144.08962293,1.8484846661793,150970.488461159,872.624418903226,77.6572146129032,"Symptoms of Depressive Disorder",24.4
"Alabama",2021,"Sep",32.3182,-86.9023,753358.1,13031.2666666667,15364.6680677968,7744696.60212637,1.72923062656535,133141.241977882,980.091085939394,72.0763888666667,"Symptoms of Depressive Disorder",23.7
"Alabama",2021,"Sep",32.3182,-86.9023,753358.1,13031.2666666667,15364.6680677968,7744696.60212637,1.72923062656535,133141.241977882,980.091085939394,72.0763888666667,"Symptoms of Anxiety Disorder",29.05
"Alabama",2021,"Sep",32.3182,-86.9023,753358.1,13031.2666666667,15364.6680677968,7744696.60212637,1.72923062656535,133141.241977882,980.091085939394,72.0763888666667,"Symptoms of Anxiety Disorder or Depressive Disorder",33.3
"Alabama",2022,"Apr",32.3182,-86.9023,1297782.9,19449.2,26468.1610014715,11975619.6045746,1.49864209707458,191673.326804176,996.44604165,53.1185898043478,"Symptoms of Depressive Disorder",21.1
"Alabama",2022,"Apr",32.3182,-86.9023,1297782.9,19449.2,26468.1610014715,11975619.6045746,1.49864209707458,191673.326804176,996.44604165,53.1185898043478,"Symptoms of Anxiety Disorder or Depressive Disorder",28.6
"Alabama",2022,"Apr",32.3182,-86.9023,1297782.9,19449.2,26468.1610014715,11975619.6045746,1.49864209707458,191673.326804176,996.44604165,53.1185898043478,"Symptoms of Anxiety Disorder",22.2
"Alabama",2022,"Feb",32.3182,-86.9023,1258512.46428571,17653.2857142857,25667.2441338786,12244060.3360137,1.40264008893036,210606.289251124,951.720904463415,60.1204600576923,"Symptoms of Depressive Disorder",26.1
"Alabama",2022,"Feb",32.3182,-86.9023,1258512.46428571,17653.2857142857,25667.2441338786,12244060.3360137,1.40264008893036,210606.289251124,951.720904463415,60.1204600576923,"Symptoms of Anxiety Disorder or Depressive Disorder",33.8
"Alabama",2022,"Feb",32.3182,-86.9023,1258512.46428571,17653.2857142857,25667.2441338786,12244060.3360137,1.40264008893036,210606.289251124,951.720904463415,60.1204600576923,"Symptoms of Anxiety Disorder",30.4
"Alabama",2022,"Jan",32.3182,-86.9023,1043246,16704.8387096774,21276.9047058188,10535076.1126733,1.61420161367939,171687.868419797,917.743919322581,62.8454057419355,"Symptoms of Depressive Disorder",25.9
"Alabama",2022,"Jan",32.3182,-86.9023,1043246,16704.8387096774,21276.9047058188,10535076.1126733,1.61420161367939,171687.868419797,917.743919322581,62.8454057419355,"Symptoms of Anxiety Disorder or Depressive Disorder",33.9
"Alabama",2022,"Jan",32.3182,-86.9023,1043246,16704.8387096774,21276.9047058188,10535076.1126733,1.61420161367939,171687.868419797,917.743919322581,62.8454057419355,"Symptoms of Anxiety Disorder",26.7
"Alabama",2022,"Jun",32.3182,-86.9023,1331832.5,19696.0333333333,27162.5994124153,12139683.4373204,1.47897044005012,203230.618578591,995.143900473684,62.2369114035088,"Symptoms of Anxiety Disorder or Depressive Disorder",37.7
"Alabama",2022,"Jun",32.3182,-86.9023,1331832.5,19696.0333333333,27162.5994124153,12139683.4373204,1.47897044005012,203230.618578591,995.143900473684,62.2369114035088,"Symptoms of Depressive Disorder",28.8
"Alabama",2022,"Jun",32.3182,-86.9023,1331832.5,19696.0333333333,27162.5994124153,12139683.4373204,1.47897044005012,203230.618578591,995.143900473684,62.2369114035088,"Symptoms of Anxiety Disorder",32.1
"Alabama",2022,"Mar",32.3182,-86.9023,1288811.35483871,18863.1612903226,26285.1871760643,12117915.2293907,1.46354432976082,202255.19125851,1000.26496568817,61.1883444516129,"Symptoms of Anxiety Disorder",26.4
"Alabama",2022,"Mar",32.3182,-86.9023,1288811.35483871,18863.1612903226,26285.1871760643,12117915.2293907,1.46354432976082,202255.19125851,1000.26496568817,61.1883444516129,"Symptoms of Depressive Disorder",26.4
"Alabama",2022,"Mar",32.3182,-86.9023,1288811.35483871,18863.1612903226,26285.1871760643,12117915.2293907,1.46354432976082,202255.19125851,1000.26496568817,61.1883444516129,"Symptoms of Anxiety Disorder or Depressive Disorder",33.5
"Alabama",2022,"May",32.3182,-86.9023,1305930.51612903,19622.6129032258,26634.3308712405,11996919.8651811,1.50258394901046,193001.408421944,994.430245887097,60.1921173548387,"Symptoms of Depressive Disorder",23.1
"Alabama",2022,"May",32.3182,-86.9023,1305930.51612903,19622.6129032258,26634.3308712405,11996919.8651811,1.50258394901046,193001.408421944,994.430245887097,60.1921173548387,"Symptoms of Anxiety Disorder or Depressive Disorder",31
"Alabama",2022,"May",32.3182,-86.9023,1305930.51612903,19622.6129032258,26634.3308712405,11996919.8651811,1.50258394901046,193001.408421944,994.430245887097,60.1921173548387,"Symptoms of Anxiety Disorder",27.4
"Alaska",2020,"Aug",61.3707,-152.4044,4192.74193548387,28.9677419354839,573.135205009107,567108.421035283,0.879887208918349,40507.2296170884,988.139398791667,76.5564515483871,"Symptoms of Depressive Disorder",22.2
"Alaska",2020,"Aug",61.3707,-152.4044,4192.74193548387,28.9677419354839,573.135205009107,567108.421035283,0.879887208918349,40507.2296170884,988.139398791667,76.5564515483871,"Symptoms of Anxiety Disorder",30.5
"Alaska",2020,"Aug",61.3707,-152.4044,4192.74193548387,28.9677419354839,573.135205009107,567108.421035283,0.879887208918349,40507.2296170884,988.139398791667,76.5564515483871,"Symptoms of Anxiety Disorder or Depressive Disorder",34.8
"Alaska",2020,"Dec",61.3707,-152.4044,41023.0322580645,170.354838709677,5607.72505561032,1150544.74193548,0.412985574323551,157276.003791357,983.580107612903,78.9435483870968,"Symptoms of Depressive Disorder",29.35
"Alaska",2020,"Dec",61.3707,-152.4044,41023.0322580645,170.354838709677,5607.72505561032,1150544.74193548,0.412985574323551,157276.003791357,983.580107612903,78.9435483870968,"Symptoms of Anxiety Disorder or Depressive Disorder",43.35
"Alaska",2020,"Dec",61.3707,-152.4044,41023.0322580645,170.354838709677,5607.72505561032,1150544.74193548,0.412985574323551,157276.003791357,983.580107612903,78.9435483870968,"Symptoms of Anxiety Disorder",37.25
"Alaska",2020,"Jul",61.3707,-152.4044,1760.1935483871,17.7096774193548,240.613160965777,424260.385673823,1.27377392148516,22035.3388178224,992.223549806452,73.787634483871,"Symptoms of Depressive Disorder",25.4333333333333
"Alaska",2020,"Jul",61.3707,-152.4044,1760.1935483871,17.7096774193548,240.613160965777,424260.385673823,1.27377392148516,22035.3388178224,992.223549806452,73.787634483871,"Symptoms of Anxiety Disorder or Depressive Disorder",37.1
"Alaska",2020,"Jul",61.3707,-152.4044,1760.1935483871,17.7096774193548,240.613160965777,424260.385673823,1.27377392148516,22035.3388178224,992.223549806452,73.787634483871,"Symptoms of Anxiety Disorder",32.0666666666667
"Alaska",2020,"Jun",61.3707,-152.4044,674.6,11.5666666666667,92.2157898693861,416533.320964113,1.45890977917949,10606.2830493453,989.254734833333,68.0791271,"Symptoms of Depressive Disorder",23.78
"Alaska",2020,"Jun",61.3707,-152.4044,674.6,11.5666666666667,92.2157898693861,416533.320964113,1.45890977917949,10606.2830493453,989.254734833333,68.0791271,"Symptoms of Anxiety Disorder or Depressive Disorder",35.14
"Alaska",2020,"Jun",61.3707,-152.4044,674.6,11.5666666666667,92.2157898693861,416533.320964113,1.45890977917949,10606.2830493453,989.254734833333,68.0791271,"Symptoms of Anxiety Disorder",29.98
"Alaska",2020,"May",61.3707,-152.4044,391,9.80645161290323,53.4485233307589,392143.296232227,1.47484095507687,4908.63049894084,993.156720419355,54.5295699354839,"Symptoms of Depressive Disorder",23.675
"Alaska",2020,"May",61.3707,-152.4044,391,9.80645161290323,53.4485233307589,392143.296232227,1.47484095507687,4908.63049894084,993.156720419355,54.5295699354839,"Symptoms of Anxiety Disorder or Depressive Disorder",34.075
"Alaska",2020,"May",61.3707,-152.4044,391,9.80645161290323,53.4485233307589,392143.296232227,1.47484095507687,4908.63049894084,993.156720419355,54.5295699354839,"Symptoms of Anxiety Disorder",28.225
"Alaska",2020,"Nov",61.3707,-152.4044,23640.2,99.6,3231.54419755449,882202.790021374,0.443366144299642,114387.745570448,986.391666666667,77.3249999666667,"Symptoms of Depressive Disorder",28.55
"Alaska",2020,"Nov",61.3707,-152.4044,23640.2,99.6,3231.54419755449,882202.790021374,0.443366144299642,114387.745570448,986.391666666667,77.3249999666667,"Symptoms of Anxiety Disorder or Depressive Disorder",41.4
"Alaska",2020,"Nov",61.3707,-152.4044,23640.2,99.6,3231.54419755449,882202.790021374,0.443366144299642,114387.745570448,986.391666666667,77.3249999666667,"Symptoms of Anxiety Disorder",36.5
"Alaska",2020,"Oct",61.3707,-152.4044,10853.8064516129,64.6774193548387,1483.68267866131,735935.901180532,0.723268469993102,71263.0383022763,995.336155870968,77.3602150645161,"Symptoms of Depressive Disorder",26.4
"Alaska",2020,"Oct",61.3707,-152.4044,10853.8064516129,64.6774193548387,1483.68267866131,735935.901180532,0.723268469993102,71263.0383022763,995.336155870968,77.3602150645161,"Symptoms of Anxiety Disorder or Depressive Disorder",37.95
"Alaska",2020,"Oct",61.3707,-152.4044,10853.8064516129,64.6774193548387,1483.68267866131,735935.901180532,0.723268469993102,71263.0383022763,995.336155870968,77.3602150645161,"Symptoms of Anxiety Disorder",32.8
"Alaska",2020,"Sep",61.3707,-152.4044,6439.83333333333,44.7333333333333,880.305836733671,678072.698281449,0.876541975610435,55793.3369330208,991.0259299,79.0861111666667,"Symptoms of Anxiety Disorder or Depressive Disorder",34.55
"Alaska",2020,"Sep",61.3707,-152.4044,6439.83333333333,44.7333333333333,880.305836733671,678072.698281449,0.876541975610435,55793.3369330208,991.0259299,79.0861111666667,"Symptoms of Anxiety Disorder",29.15
"Alaska",2020,"Sep",61.3707,-152.4044,6439.83333333333,44.7333333333333,880.305836733671,678072.698281449,0.876541975610435,55793.3369330208,991.0259299,79.0861111666667,"Symptoms of Depressive Disorder",24.4
"Alaska",2021,"Apr",61.3707,-152.4044,65537.2,325.333333333333,8958.73801338264,1987378.06666667,0.49626382772997,271668.600929084,990.253120200461,56.5277777333333,"Symptoms of Anxiety Disorder or Depressive Disorder",31.8
"Alaska",2021,"Apr",61.3707,-152.4044,65537.2,325.333333333333,8958.73801338264,1987378.06666667,0.49626382772997,271668.600929084,990.253120200461,56.5277777333333,"Symptoms of Anxiety Disorder",26.8
"Alaska",2021,"Apr",61.3707,-152.4044,65537.2,325.333333333333,8958.73801338264,1987378.06666667,0.49626382772997,271668.600929084,990.253120200461,56.5277777333333,"Symptoms of Depressive Disorder",23.4
"Alaska",2021,"Aug",61.3707,-152.4044,80994.0967741935,409.677419354839,11071.6492866732,2593549.64516129,0.505990760914226,354530.431506099,990.253120200461,78.9892472580645,"Symptoms of Depressive Disorder",23.4666666666667
"Alaska",2021,"Aug",61.3707,-152.4044,80994.0967741935,409.677419354839,11071.6492866732,2593549.64516129,0.505990760914226,354530.431506099,990.253120200461,78.9892472580645,"Symptoms of Anxiety Disorder",27.4
"Alaska",2021,"Aug",61.3707,-152.4044,80994.0967741935,409.677419354839,11071.6492866732,2593549.64516129,0.505990760914226,354530.431506099,990.253120200461,78.9892472580645,"Symptoms of Anxiety Disorder or Depressive Disorder",31.9333333333333
"Alaska",2021,"Dec",61.3707,-152.4044,154018.64516129,921.258064516129,21053.8852922637,3607570.03225806,0.597963846225199,493143.966845247,990.253120200461,80.2338709677419,"Symptoms of Depressive Disorder",22.5
"Alaska",2021,"Dec",61.3707,-152.4044,154018.64516129,921.258064516129,21053.8852922637,3607570.03225806,0.597963846225199,493143.966845247,990.253120200461,80.2338709677419,"Symptoms of Anxiety Disorder",34.1
"Alaska",2021,"Dec",61.3707,-152.4044,154018.64516129,921.258064516129,21053.8852922637,3607570.03225806,0.597963846225199,493143.966845247,990.253120200461,80.2338709677419,"Symptoms of Anxiety Disorder or Depressive Disorder",37.8
"Alaska",2021,"Feb",61.3707,-152.4044,56438.2142857143,282.678571428571,7714.93404858406,1589052.85714286,0.500849076584332,217218.74350079,996.834226214286,72.1502976428571,"Symptoms of Anxiety Disorder or Depressive Disorder",42.2
"Alaska",2021,"Feb",61.3707,-152.4044,56438.2142857143,282.678571428571,7714.93404858406,1589052.85714286,0.500849076584332,217218.74350079,996.834226214286,72.1502976428571,"Symptoms of Depressive Disorder",31.15
"Alaska",2021,"Feb",61.3707,-152.4044,56438.2142857143,282.678571428571,7714.93404858406,1589052.85714286,0.500849076584332,217218.74350079,996.834226214286,72.1502976428571,"Symptoms of Anxiety Disorder",35.05
"Alaska",2021,"Jan",61.3707,-152.4044,51119.5806451613,235.032258064516,6987.89283573277,1385033.03225806,0.459170104259492,189329.847413087,981.933198903226,75.3091398709677,"Symptoms of Anxiety Disorder or Depressive Disorder",41.5
"Alaska",2021,"Jan",61.3707,-152.4044,51119.5806451613,235.032258064516,6987.89283573277,1385033.03225806,0.459170104259492,189329.847413087,981.933198903226,75.3091398709677,"Symptoms of Depressive Disorder",28.4
"Alaska",2021,"Jan",61.3707,-152.4044,51119.5806451613,235.032258064516,6987.89283573277,1385033.03225806,0.459170104259492,189329.847413087,981.933198903226,75.3091398709677,"Symptoms of Anxiety Disorder",36.2
"Alaska",2021,"Jul",61.3707,-152.4044,72622.7096774193,380.774193548387,9927.30586326465,2414798.35483871,0.524398221425451,330095.66805032,990.253120200461,65.6774192903226,"Symptoms of Anxiety Disorder",24.4
"Alaska",2021,"Jul",61.3707,-152.4044,72622.7096774193,380.774193548387,9927.30586326465,2414798.35483871,0.524398221425451,330095.66805032,990.253120200461,65.6774192903226,"Symptoms of Depressive Disorder",17.9
"Alaska",2021,"Jul",61.3707,-152.4044,72622.7096774193,380.774193548387,9927.30586326465,2414798.35483871,0.524398221425451,330095.66805032,990.253120200461,65.6774192903226,"Symptoms of Anxiety Disorder or Depressive Disorder",27.4
"Alaska",2021,"Jun",61.3707,-152.4044,70731.2333333333,371.766666666667,9668.7467392072,2286204.93333333,0.525602024744332,312517.334317552,990.253120200461,62.5055555,"Symptoms of Anxiety Disorder",25.35
"Alaska",2021,"Jun",61.3707,-152.4044,70731.2333333333,371.766666666667,9668.7467392072,2286204.93333333,0.525602024744332,312517.334317552,990.253120200461,62.5055555,"Symptoms of Depressive Disorder",18.7
"Alaska",2021,"Jun",61.3707,-152.4044,70731.2333333333,371.766666666667,9668.7467392072,2286204.93333333,0.525602024744332,312517.334317552,990.253120200461,62.5055555,"Symptoms of Anxiety Disorder or Depressive Disorder",29.35
"Alaska",2021,"Mar",61.3707,-152.4044,60594.3225806452,307.161290322581,8283.06154517428,1788684.41935484,0.506974695119346,244507.777287089,991.991935483871,66.9018817741936,"Symptoms of Depressive Disorder",24.4333333333333
"Alaska",2021,"Mar",61.3707,-152.4044,60594.3225806452,307.161290322581,8283.06154517428,1788684.41935484,0.506974695119346,244507.777287089,991.991935483871,66.9018817741936,"Symptoms of Anxiety Disorder or Depressive Disorder",36.3333333333333
"Alaska",2021,"Mar",61.3707,-152.4044,60594.3225806452,307.161290322581,8283.06154517428,1788684.41935484,0.506974695119346,244507.777287089,991.991935483871,66.9018817741936,"Symptoms of Anxiety Disorder",31.5
"Alaska",2021,"May",61.3707,-152.4044,69363.5806451613,358.258064516129,9481.79273252654,2181810.77419355,0.516420407633773,298246.966925281,990.253120200461,60.0564515806452,"Symptoms of Depressive Disorder",22.45
"Alaska",2021,"May",61.3707,-152.4044,69363.5806451613,358.258064516129,9481.79273252654,2181810.77419355,0.516420407633773,298246.966925281,990.253120200461,60.0564515806452,"Symptoms of Anxiety Disorder or Depressive Disorder",31.55
"Alaska",2021,"May",61.3707,-152.4044,69363.5806451613,358.258064516129,9481.79273252654,2181810.77419355,0.516420407633773,298246.966925281,990.253120200461,60.0564515806452,"Symptoms of Anxiety Disorder",26.6
