"State","Year","Month","Lat","Long_","Confirmed","Deaths","Incident_Rate","Total_Test_Results","Case_Fatality_Ratio","Testing_Rate","Atmospheric.Pressure","Humidity","Indicator","Value","Temp","Precip","PC1","PC2","PC3"
"Alabama",-1.28324412992337,"May",-1.63779438588255,0.156673848258124,-0.882257636723875,-1.23546136522608,-1.68610187949174,-1.83234939871987,1.40739864817697,-1.03489359350281,0.717193896316295,-0.409509144085927,"Symptoms of Anxiety Disorder or Depressive Disorder",-0.0240909512652138,0.791489319976522,0.454181862129196,0.352639797055748,1.74717860634616,0.127076104171714
"Alabama",-1.28324412992337,"Nov",-1.63779438588255,0.156673848258124,-0.643647918277113,-0.617046253310679,-0.669521520612883,-0.469856890832589,-0.0598623131001907,-0.562626914354358,-1.10217444506402,0.440025677179316,"Symptoms of Anxiety Disorder",1.52534672075742,0.0364244756253573,0.00583196649700508,-0.61753897890462,1.46223686649087,-1.26779452708922
"Alabama",-1.28324412992337,"Nov",-1.63779438588255,0.156673848258124,-0.643647918277113,-0.617046253310679,-0.669521520612883,-0.469856890832589,-0.0598623131001907,-0.562626914354358,-1.10217444506402,0.440025677179316,"Symptoms of Depressive Disorder",0.653518281346355,0.0364244756253573,0.00583196649700508,-0.482184605991435,1.26437130394784,-0.612039789341305
"Alabama",-1.28324412992337,"Nov",-1.63779438588255,0.156673848258124,-0.643647918277113,-0.617046253310679,-0.669521520612883,-0.469856890832589,-0.0598623131001907,-0.562626914354358,-1.10217444506402,0.440025677179316,"Symptoms of Anxiety Disorder or Depressive Disorder",1.89997399076178,0.0364244756253573,0.00583196649700508,-0.675701154988108,1.54726028643511,-1.54957428568584
"Alabama",-1.28324412992337,"Oct",-1.63779438588255,0.156673848258124,-0.69757667468157,-0.701326142978649,-0.833557865913551,-0.623363534919654,0.29481267815817,-0.692010785557046,-1.13853538264095,0.798674998489112,"Symptoms of Anxiety Disorder or Depressive Disorder",1.02469276545205,0.63806425602876,1.08772854084808,-0.0846411302753195,1.83181031633487,-0.225532066868846
"Alabama",-1.28324412992337,"Sep",-1.63779438588255,0.156673848258124,-0.734414629622861,-0.763175384237709,-0.958884226234423,-0.673508967811926,0.407577132298485,-0.796460379449461,-0.382479034929267,0.459185944382935,"Symptoms of Anxiety Disorder or Depressive Disorder",1.51671475601077,1.22831013532824,1.42719653676391,0.20985183723869,2.40453676123006,-0.334678724779046
"Alabama",-1.28324412992337,"Sep",-1.63779438588255,0.156673848258124,-0.734414629622861,-0.763175384237709,-0.958884226234423,-0.673508967811926,0.407577132298485,-0.796460379449461,-0.382479034929267,0.459185944382935,"Symptoms of Anxiety Disorder",0.584462563373201,1.22831013532824,1.42719653676391,0.354587206294373,2.19295774385731,0.366524361129608
"Alabama",-1.28324412992337,"Sep",-1.63779438588255,0.156673848258124,-0.734414629622861,-0.763175384237709,-0.958884226234423,-0.673508967811926,0.407577132298485,-0.796460379449461,-0.382479034929267,0.459185944382935,"Symptoms of Depressive Disorder",-0.339157664517727,1.22831013532824,1.42719653676391,0.497982433043985,1.98333779146023,1.06123482587244
"Alabama",0.0487474669478078,"Apr",-1.63779438588255,0.156673848258124,-0.292710085099362,0.18562838921218,0.121425369594331,0.189790311641757,0.872558285824229,-0.150959612355467,-1.16614127906902,-0.341106879169764,"Symptoms of Depressive Disorder",-0.788019831343225,0.253343564564756,1.2589598845894,-0.452314268085342,1.24472029260697,1.25591393007057
"Alabama",0.0487474669478078,"Apr",-1.63779438588255,0.156673848258124,-0.292710085099362,0.18562838921218,0.121425369594331,0.189790311641757,0.872558285824229,-0.150959612355467,-1.16614127906902,-0.341106879169764,"Symptoms of Anxiety Disorder or Depressive Disorder",1.14554027190507,0.253343564564756,1.2589598845894,-0.752506144645277,1.68355084715786,-0.198433211073312
"Alabama",0.0487474669478078,"Apr",-1.63779438588255,0.156673848258124,-0.292710085099362,0.18562838921218,0.121425369594331,0.189790311641757,0.872558285824229,-0.150959612355467,-1.16614127906902,-0.341106879169764,"Symptoms of Anxiety Disorder",0.161496290787636,0.253343564564756,1.2589598845894,-0.599729921753167,1.46021743993107,0.541725601830267
"Alabama",0.0487474669478078,"Aug",-1.63779438588255,0.156673848258124,-0.159996588859566,0.273539117796172,0.355467039082858,0.271162058844518,0.548289101996238,0.0126293944815244,0.597168338253979,0.752954477068296,"Symptoms of Anxiety Disorder",0.236306651925213,1.65319475185367,1.55729015032433,1.19381773670064,2.41726512252334,0.596272761290502
"Alabama",0.0487474669478078,"Aug",-1.63779438588255,0.156673848258124,-0.159996588859566,0.273539117796172,0.355467039082858,0.271162058844518,0.548289101996238,0.0126293944815244,0.597168338253979,0.752954477068296,"Symptoms of Depressive Disorder",-0.678681611219071,1.65319475185367,1.55729015032433,1.33587282114418,2.20960423510194,1.28449060486752
"Alabama",0.0487474669478078,"Aug",-1.63779438588255,0.156673848258124,-0.159996588859566,0.273539117796172,0.355467039082858,0.271162058844518,0.548289101996238,0.0126293944815244,0.597168338253979,0.752954477068296,"Symptoms of Anxiety Disorder or Depressive Disorder",0.984410263301055,1.65319475185367,1.55729015032433,1.07767207017448,2.5870507537484,0.0335789269193484
"Alabama",0.0487474669478078,"Dec",-1.63779438588255,0.156673848258124,0.096716354082905,0.600630043781977,0.754555653842264,0.553410793053273,0.612418539816899,0.348961077037298,-1.14696409990267,1.02681469470439,"Symptoms of Anxiety Disorder or Depressive Disorder",0.558566669133269,-0.0676966870655541,0.904793401818211,-0.00455758003627922,1.23061897044902,-0.23831430687841
"Alabama",0.0487474669478078,"Dec",-1.63779438588255,0.156673848258124,0.096716354082905,0.600630043781977,0.754555653842264,0.553410793053273,0.612418539816899,0.348961077037298,-1.14696409990267,1.02681469470439,"Symptoms of Anxiety Disorder",-0.321893735024439,-0.0676966870655541,0.904793401818211,0.132136935182977,1.03079434293031,0.423933052035321
"Alabama",0.0487474669478078,"Feb",-1.63779438588255,0.156673848258124,-0.341902831003998,0.0364828462237831,0.0281979398652056,-0.0212634885476775,0.583093503660365,-0.317149553150945,-1.16801925619514,0.621278000565802,"Symptoms of Anxiety Disorder",1.20596402513158,-0.658208066291596,0.717166009486953,-0.440661420001001,0.99137015840591,-0.95470206431515
"Alabama",0.0487474669478078,"Feb",-1.63779438588255,0.156673848258124,-0.341902831003998,0.0364828462237831,0.0281979398652056,-0.0212634885476775,0.583093503660365,-0.317149553150945,-1.16801925619514,0.621278000565802,"Symptoms of Depressive Disorder",0.360031479960452,-0.658208066291596,0.717166009486953,-0.309327474006029,0.799381790789893,-0.318425190064704
"Alabama",0.0487474669478078,"Feb",-1.63779438588255,0.156673848258124,-0.341902831003998,0.0364828462237831,0.0281979398652056,-0.0212634885476775,0.583093503660365,-0.317149553150945,-1.16801925619514,0.621278000565802,"Symptoms of Anxiety Disorder or Depressive Disorder",1.89997399076178,-0.658208066291596,0.717166009486953,-0.548408861409122,1.14887898245007,-1.47670880604716
"Alabama",0.0487474669478078,"Jan",-1.63779438588255,0.156673848258124,-0.417253732844972,-0.273660159988475,-0.123035293371292,-0.141377982533446,-0.229261583423012,-0.33709246191319,-1.16400668313727,0.506438619718454,"Symptoms of Anxiety Disorder",1.36997135531782,-0.663478522280671,0.491642411100637,-0.571964086860076,1.00904377363378,-1.16818723610825
"Alabama",0.0487474669478078,"Jan",-1.63779438588255,0.156673848258124,-0.417253732844972,-0.273660159988475,-0.123035293371292,-0.141377982533446,-0.229261583423012,-0.33709246191319,-1.16400668313727,0.506438619718454,"Symptoms of Anxiety Disorder or Depressive Disorder",1.89997399076178,-0.663478522280671,0.491642411100637,-0.654248824452845,1.12933036314015,-1.56683417568966
"Alabama",0.0487474669478078,"Jan",-1.63779438588255,0.156673848258124,-0.417253732844972,-0.273660159988475,-0.123035293371292,-0.141377982533446,-0.229261583423012,-0.33709246191319,-1.16400668313727,0.506438619718454,"Symptoms of Depressive Disorder",0.0751766433211943,-0.663478522280671,0.491642411100637,-0.370942740949405,0.715184027282736,-0.194294061235119
"Alabama",0.0487474669478078,"Jul",-1.63779438588255,0.156673848258124,-0.247404834877717,0.242080965632717,0.203975848581616,0.254059538560106,0.839453161593698,-0.089620591664679,0.606597207046249,0.804962762523619,"Symptoms of Anxiety Disorder",0.368663444707097,1.65319475185367,1.55729015032433,1.20712695802167,2.44475686579519,0.487162486045537
"Alabama",0.0487474669478078,"Jun",-1.63779438588255,0.156673848258124,-0.262075517984827,0.22906217732433,0.177569576583289,0.241572425484779,0.867442014463822,-0.117433550207689,-1.93549461114027,0.967316492607991,"Symptoms of Anxiety Disorder or Depressive Disorder",0.308239691480587,1.45907476299134,1.55729015032433,-0.148204077241711,2.22580352444806,0.953842930186067
"Alabama",0.0487474669478078,"Jun",-1.63779438588255,0.156673848258124,-0.262075517984827,0.22906217732433,0.177569576583289,0.241572425484779,0.867442014463822,-0.117433550207689,-1.93549461114027,0.967316492607991,"Symptoms of Depressive Disorder",-1.01245091475597,1.45907476299134,1.55729015032433,0.0568376955871733,1.92606658317,1.94721396855666
"Alabama",0.0487474669478078,"Jun",-1.63779438588255,0.156673848258124,-0.262075517984827,0.22906217732433,0.177569576583289,0.241572425484779,0.867442014463822,-0.117433550207689,-1.93549461114027,0.967316492607991,"Symptoms of Anxiety Disorder",-0.485901065210678,1.45907476299134,1.55729015032433,-0.0249109850831658,2.04556954668609,1.55116407744159
"Alabama",0.0487474669478078,"Mar",-1.63779438588255,0.156673848258124,-0.310500642604092,0.14896277229111,0.0881645837731229,0.0751192024329009,0.834795098339411,-0.204082935272696,-1.27559472085559,0.0818075296224215,"Symptoms of Depressive Disorder",-0.298875162366726,0.116413389671761,1.55729015032433,-0.313837360129692,1.26942243117966,0.938023563001214
"Alabama",0.0487474669478078,"Mar",-1.63779438588255,0.156673848258124,-0.310500642604092,0.14896277229111,0.0881645837731229,0.0751192024329009,0.834795098339411,-0.204082935272696,-1.27559472085559,0.0818075296224215,"Symptoms of Anxiety Disorder or Depressive Disorder",1.29516099418025,0.116413389671761,1.55729015032433,-0.561316972650831,1.63119643002073,-0.260947145620389
"Alabama",0.0487474669478078,"Mar",-1.63779438588255,0.156673848258124,-0.310500642604092,0.14896277229111,0.0881645837731229,0.0751192024329009,0.834795098339411,-0.204082935272696,-1.27559472085559,0.0818075296224215,"Symptoms of Anxiety Disorder",0.362908801542673,0.116413389671761,1.55729015032433,-0.416581603595148,1.41961741264798,0.440255940288271
"Alabama",0.0487474669478078,"May",-1.63779438588255,0.156673848258124,-0.275065631106194,0.209549613226101,0.153931974714923,0.231758983219388,0.865294083357753,-0.126970883107828,-1.19576119408066,0.0360719750995251,"Symptoms of Depressive Disorder",-0.667172324890206,0.830551702789437,0.917256690419972,-0.285502220263396,1.59721166162486,1.15923031459523
"Alabama",0.0487474669478078,"May",-1.63779438588255,0.156673848258124,-0.275065631106194,0.209549613226101,0.153931974714923,0.231758983219388,0.865294083357753,-0.126970883107828,-1.19576119408066,0.0360719750995251,"Symptoms of Anxiety Disorder or Depressive Disorder",0.308239691480587,0.830551702789437,0.917256690419972,-0.436938300849435,1.81858600387598,0.425564122857473
"Alabama",0.0487474669478078,"Oct",-1.63779438588255,0.156673848258124,0.0448549468095526,0.51286238648756,0.67852683015729,0.525968045020138,0.52516733295249,0.366075477940808,-1.98271733198381,1.1545215867551,"Symptoms of Anxiety Disorder",-0.0284069336385362,0.668387737003413,0.879745884831624,-0.239375086369406,1.55016429230935,0.598914754184588
"Alabama",0.0487474669478078,"Oct",-1.63779438588255,0.156673848258124,0.0448549468095526,0.51286238648756,0.67852683015729,0.525968045020138,0.52516733295249,0.366075477940808,-1.98271733198381,1.1545215867551,"Symptoms of Depressive Disorder",-0.770755901849937,0.668387737003413,0.879745884831624,-0.124122848047288,1.38168470440141,1.15728017444518
"Alabama",0.0487474669478078,"Sep",-1.63779438588255,0.156673848258124,-0.0239466230955621,0.367350337889161,0.574351582628344,0.355118032702358,0.321008569161574,0.196787645693265,0.205213308497533,0.625401368220939,"Symptoms of Anxiety Disorder",0.0320168195879733,1.19482325097322,0.974898545105052,0.769921067331544,2.00757590339652,0.41795141641865
"Alabama",0.0487474669478078,"Sep",-1.63779438588255,0.156673848258124,-0.0239466230955621,0.367350337889161,0.574351582628344,0.355118032702358,0.321008569161574,0.196787645693265,0.205213308497533,0.625401368220939,"Symptoms of Anxiety Disorder or Depressive Disorder",0.765733823052729,1.19482325097322,0.974898545105052,0.656008971315497,2.17409642632878,-0.133921382676126
"Alabama",0.0487474669478078,"Sep",-1.63779438588255,0.156673848258124,-0.0239466230955621,0.367350337889161,0.574351582628344,0.355118032702358,0.321008569161574,0.196787645693265,0.205213308497533,0.625401368220939,"Symptoms of Depressive Disorder",-0.891603408302955,1.19482325097322,0.974898545105052,0.913316294081156,1.79795595099944,1.11266188116149
"Alabama",1.38073906381899,"Apr",-1.63779438588255,0.156673848258124,0.606212749993248,0.804222939488163,1.41552975129915,0.696396697813178,-0.0948010606055246,0.752546957589402,0.583764603851881,-0.877434128045124,"Symptoms of Anxiety Disorder or Depressive Disorder",-0.0456708631318243,0.316436515199239,1.26277106632102,0.131938527041609,1.53128734487879,0.44716013452086
"Alabama",1.38073906381899,"Feb",-1.63779438588255,0.156673848258124,0.560758110251191,0.690373502666844,1.3616666766923,0.713754124986148,-0.27730921438403,0.932314519481275,-0.422091401699029,-0.375384217886388,"Symptoms of Anxiety Disorder",0.265079867747366,-0.472290330479787,1.30069597358774,-0.285843587809787,1.03199101130951,0.0842189586635516
"Alabama",1.38073906381899,"Feb",-1.63779438588255,0.156673848258124,0.560758110251191,0.690373502666844,1.3616666766923,0.713754124986148,-0.27730921438403,0.932314519481275,-0.422091401699029,-0.375384217886388,"Symptoms of Depressive Disorder",-0.477269100464034,-0.472290330479787,1.30069597358774,-0.170591349487669,0.863511423401581,0.642584378924148
"Alabama",1.38073906381899,"Feb",-1.63779438588255,0.156673848258124,0.560758110251191,0.690373502666844,1.3616666766923,0.713754124986148,-0.27730921438403,0.932314519481275,-0.422091401699029,-0.375384217886388,"Symptoms of Anxiety Disorder or Depressive Disorder",0.852053470519171,-0.472290330479787,1.30069597358774,-0.376973264622625,1.16520742965532,-0.357279280612269
"Alabama",1.38073906381899,"Jan",-1.63779438588255,0.156673848258124,0.311592054293917,0.627905271929617,1.05017889891551,0.596046344519214,0.1172983143027,0.562785997722792,-1.12568641264081,-0.163216629467458,"Symptoms of Anxiety Disorder",-0.373685523504304,-0.801510239422187,0.974898545105052,-0.566819589768597,0.607475546775518,0.409513829396925
"Alabama",1.38073906381899,"Jan",-1.63779438588255,0.156673848258124,0.311592054293917,0.627905271929617,1.05017889891551,0.596046344519214,0.1172983143027,0.562785997722792,-1.12568641264081,-0.163216629467458,"Symptoms of Anxiety Disorder or Depressive Disorder",0.86931740001246,-0.801510239422187,0.974898545105052,-0.759800081842841,0.889580903272523,-0.525423618481284
"Alabama",1.38073906381899,"Jan",-1.63779438588255,0.156673848258124,0.311592054293917,0.627905271929617,1.05017889891551,0.596046344519214,0.1172983143027,0.562785997722792,-1.12568641264081,-0.163216629467458,"Symptoms of Depressive Disorder",-0.511796959450611,-0.801510239422187,0.974898545105052,-0.545377312871458,0.57613050716474,0.513395768050059
"Alabama",1.38073906381899,"Jun",-1.63779438588255,0.156673848258124,0.645624390664145,0.819452452088949,1.46157588003638,0.707050739287197,-0.131711285997887,0.862282883500695,0.553165163586906,-0.211410197180305,"Symptoms of Depressive Disorder",-0.0111430041452476,1.65319475185367,0.290180959074941,0.428126947361295,2.28616607982594,0.346776947679537
"Alabama",1.38073906381899,"Jun",-1.63779438588255,0.156673848258124,0.645624390664145,0.819452452088949,1.46157588003638,0.707050739287197,-0.131711285997887,0.862282883500695,0.553165163586906,-0.211410197180305,"Symptoms of Anxiety Disorder or Depressive Disorder",1.52534672075742,1.65319475185367,0.290180959074941,0.189581616880631,2.63487964549585,-0.808909619836583
"Alabama",1.38073906381899,"Jun",-1.63779438588255,0.156673848258124,0.645624390664145,0.819452452088949,1.46157588003638,0.707050739287197,-0.131711285997887,0.862282883500695,0.553165163586906,-0.211410197180305,"Symptoms of Anxiety Disorder",0.558566669133269,1.65319475185367,0.290180959074941,0.339677555160599,2.4154643682204,-0.081736049264642
"Alabama",1.38073906381899,"Mar",-1.63779438588255,0.156673848258124,0.595828389702394,0.767672800924138,1.40329706411177,0.705645460338556,-0.160827578552186,0.853021248316818,0.673968952115016,-0.293357906824189,"Symptoms of Depressive Disorder",-0.425477311984169,-0.0289901871329302,1.55729015032433,0.582907152380383,1.21781709776899,0.644161855690274
"Alabama",1.38073906381899,"Mar",-1.63779438588255,0.156673848258124,0.595828389702394,0.767672800924138,1.40329706411177,0.705645460338556,-0.160827578552186,0.853021248316818,0.673968952115016,-0.293357906824189,"Symptoms of Anxiety Disorder or Depressive Disorder",0.800261682039306,-0.0289901871329302,1.55729015032433,0.392606944918281,1.49600432431464,-0.277790349856294
"Alabama",1.38073906381899,"May",-1.63779438588255,0.156673848258124,0.615643431093812,0.81493246372881,1.42660242811493,0.6977881187766,-0.0874340970128899,0.765157028257875,0.536428694606144,-0.369925281020563,"Symptoms of Anxiety Disorder or Depressive Disorder",0.368663444707097,1.16151713252565,1.0437804333887,0.368036064169218,2.13145142274991,0.2646052550022
"Alabama",1.38073906381899,"May",-1.63779438588255,0.156673848258124,0.615643431093812,0.81493246372881,1.42660242811493,0.6977881187766,-0.0874340970128899,0.765157028257875,0.536428694606144,-0.369925281020563,"Symptoms of Anxiety Disorder",-0.252838017051285,1.16151713252565,1.0437804333887,0.46452631020634,1.99039874450141,0.732073978941304
"Alabama",1.38073906381899,"May",-1.63779438588255,0.156673848258124,0.615643431093812,0.81493246372881,1.42660242811493,0.6977881187766,-0.0874340970128899,0.765157028257875,0.536428694606144,-0.369925281020563,"Symptoms of Depressive Disorder",-0.995186985262685,1.16151713252565,1.0437804333887,0.579778548528459,1.82191915659348,1.2904393992019
"Alaska",-1.28324412992337,"Aug",1.68730961135061,-1.56583282101233,-0.882257636723875,-1.33776060164107,-1.59751579091256,-1.69179098820938,-1.40510654556834,-0.682767817273703,0.389933630877664,1.04703523350876,"Symptoms of Anxiety Disorder or Depressive Disorder",1.02469276545205,-0.356826107096419,1.55729015032433,0.11079034727473,-1.08147877598078,-0.0029689641095134
"Alaska",-1.28324412992337,"Dec",1.68730961135061,-1.56583282101233,-0.848458327407037,-1.33776060164107,-0.491224256162177,-1.13787060087342,-1.57223468327919,0.425946040751979,0.284920436693655,1.28207267387939,"Symptoms of Anxiety Disorder or Depressive Disorder",1.89997399076178,-1.5647999325623,0.430559675540845,-0.308809163123826,-1.80554371274043,-1.61867253406288
"Alaska",-1.28324412992337,"Dec",1.68730961135061,-1.56583282101233,-0.848458327407037,-1.33776060164107,-0.491224256162177,-1.13787060087342,-1.57223468327919,0.425946040751979,0.284920436693655,1.28207267387939,"Symptoms of Anxiety Disorder",1.44765903803762,-1.5647999325623,0.430559675540845,-0.238585706285697,-1.90819871746573,-1.27845918497386
"Alaska",-1.28324412992337,"Dec",1.68730961135061,-1.56583282101233,-0.848458327407037,-1.33776060164107,-0.491224256162177,-1.13787060087342,-1.57223468327919,0.425946040751979,0.284920436693655,1.28207267387939,"Symptoms of Depressive Disorder",0.0838086080678386,-1.5647999325623,0.430559675540845,-0.026843221926457,-2.21773098362217,-0.252625040774162
"Alaska",-1.28324412992337,"Jul",1.68730961135061,-1.56583282101233,-0.882257636723875,-1.33776060164107,-1.68610187949174,-1.83234939871987,-0.532418169782009,-0.858157526191246,0.484829540231288,0.783452334516331,"Symptoms of Depressive Disorder",-0.592361963752629,-0.291394497534309,1.0917002631779,0.185897916855807,-1.43481680911269,1.04036461573394
"Alaska",-1.28324412992337,"Jun",1.68730961135061,-1.56583282101233,-0.882257636723875,-1.33776060164107,-1.68610187949174,-1.83234939871987,-0.169605089683991,-0.966675857434045,0.415770968761616,0.270661988571609,"Symptoms of Depressive Disorder",-0.877792264708324,-0.449559017618012,1.10359221496277,-0.104976923600301,-1.57680498338169,1.294640439605
"Alaska",-1.28324412992337,"Jun",1.68730961135061,-1.56583282101233,-0.882257636723875,-1.33776060164107,-1.68610187949174,-1.83234939871987,-0.169605089683991,-0.966675857434045,0.415770968761616,0.270661988571609,"Symptoms of Anxiety Disorder",0.192571363875555,-0.449559017618012,1.10359221496277,-0.271154569553122,-1.33388092639816,0.489555415043213
"Alaska",-1.28324412992337,"Jun",1.68730961135061,-1.56583282101233,-0.882257636723875,-1.33776060164107,-1.68610187949174,-1.83234939871987,-0.169605089683991,-0.966675857434045,0.415770968761616,0.270661988571609,"Symptoms of Anxiety Disorder or Depressive Disorder",1.08339012572924,-0.449559017618012,1.10359221496277,-0.409457255539665,-1.13170542090864,-0.180483089269507
"Alaska",-1.28324412992337,"May",1.68730961135061,-1.56583282101233,-0.882257636723875,-1.33776060164107,-1.68610187949174,-1.83234939871987,-0.139490614149588,-1.02077479257762,0.506621886374934,-0.781258700375586,"Symptoms of Depressive Disorder",-0.895919390676277,-0.83106546529018,1.05981697221856,-0.678358597615816,-1.77735269820098,1.29105314213925
"Alaska",-1.28324412992337,"Nov",1.68730961135061,-1.56583282101233,-0.868578561970653,-1.33776060164107,-0.882932208157503,-1.34580899546595,-1.57223468327919,0.0187241051586523,0.349563661158798,1.12192011129851,"Symptoms of Anxiety Disorder or Depressive Disorder",1.89997399076178,-1.5647999325623,0.673177279502343,-0.312398684123953,-1.77110004147678,-1.4958651271133
"Alaska",-1.28324412992337,"Nov",1.68730961135061,-1.56583282101233,-0.868578561970653,-1.33776060164107,-0.882932208157503,-1.34580899546595,-1.57223468327919,0.0187241051586523,0.349563661158798,1.12192011129851,"Symptoms of Depressive Disorder",-0.0543028278784686,-1.5647999325623,0.673177279502343,-0.00899046602944587,-2.2146323519693,-0.025935695171445
"Alaska",-1.28324412992337,"Oct",1.68730961135061,-1.56583282101233,-0.882257636723875,-1.33776060164107,-1.28093765865345,-1.48774902045239,-1.57223468327919,-0.39074290269197,0.557678001159495,1.12536927909731,"Symptoms of Anxiety Disorder or Depressive Disorder",1.56850654449064,-1.4183738985936,0.699633736555174,-0.12062729509997,-1.74184796797765,-1.22559756801475
"Alaska",-1.28324412992337,"Oct",1.68730961135061,-1.56583282101233,-0.882257636723875,-1.33776060164107,-1.28093765865345,-1.48774902045239,-1.57223468327919,-0.39074290269197,0.557678001159495,1.12536927909731,"Symptoms of Anxiety Disorder",0.679414175586287,-1.4183738985936,0.699633736555174,0.0174073624253578,-1.94363166047203,-0.556857587935196
"Alaska",-1.28324412992337,"Oct",1.68730961135061,-1.56583282101233,-0.882257636723875,-1.33776060164107,-1.28093765865345,-1.48774902045239,-1.57223468327919,-0.39074290269197,0.557678001159495,1.12536927909731,"Symptoms of Depressive Disorder",-0.425477311984169,-1.4183738985936,0.699633736555174,0.188945577602464,-2.19439197735826,0.274197921289878
"Alaska",-1.28324412992337,"Sep",1.68730961135061,-1.56583282101233,-0.882257636723875,-1.33776060164107,-1.47309166462149,-1.55186710880332,-1.41327892953368,-0.537626968307108,0.456921505404256,1.29633798923585,"Symptoms of Depressive Disorder",-0.770755901849937,-0.893706501156039,1.55729015032433,0.505814297987724,-1.85411500323426,1.10950860347805
"Alaska",-1.28324412992337,"Sep",1.68730961135061,-1.56583282101233,-0.882257636723875,-1.33776060164107,-1.47309166462149,-1.55186710880332,-1.41327892953368,-0.537626968307108,0.456921505404256,1.29633798923585,"Symptoms of Anxiety Disorder or Depressive Disorder",0.981532941718834,-0.893706501156039,1.55729015032433,0.233765409855282,-1.45642481317251,-0.20849349318359
"Alaska",-1.28324412992337,"Sep",1.68730961135061,-1.56583282101233,-0.882257636723875,-1.33776060164107,-1.47309166462149,-1.55186710880332,-1.41327892953368,-0.537626968307108,0.456921505404256,1.29633798923585,"Symptoms of Anxiety Disorder",0.0492807490812614,-0.893706501156039,1.55729015032433,0.378500778910966,-1.66800383054526,0.492709592725066
