"State","Year","Month","Lat","Long_","Incident_Rate","Case_Fatality_Ratio","Atmospheric.Pressure","Humidity","Indicator","Value","Temp","Precip","PC1","PC2","PC3"
"Alabama",2020,"Jun",-1.63779438588245,0.15667384825807,-1.61335716190982,1.18400064160471,0.00541113839727082,0.160636987578245,"Symptoms of Depressive Disorder",-0.259743588848579,1.45038105262994,1.10754849807297,0.496046401353984,2.23165272621049,0.664426896976749
"Alabama",2020,"May",-1.63779438588245,0.15667384825807,-1.68610187949173,1.40739864817695,0.717193896316323,-0.409509144085921,"Symptoms of Depressive Disorder",-1.46131308158145,0.791489319976522,0.454181862129187,0.564330250896108,1.62078096012057,1.18134811031124
"Alabama",2020,"May",-1.63779438588245,0.15667384825807,-1.68610187949173,1.40739864817695,0.717193896316323,-0.409509144085921,"Symptoms of Anxiety Disorder or Depressive Disorder",-0.024090951265192,0.791489319976522,0.454181862129187,0.338636479530302,1.77575337597269,0.00602312032966629
"Alabama",2020,"May",-1.63779438588245,0.15667384825807,-1.68610187949173,1.40739864817695,0.717193896316323,-0.409509144085921,"Symptoms of Anxiety Disorder",-0.723280095743372,0.791489319976522,0.454181862129187,0.448433449383937,1.70036138988247,0.577802845185567
"Alabama",2020,"Nov",-1.63779438588245,0.15667384825807,-0.669521520612868,-0.0598623131002067,-1.10217444506398,0.44002567717932,"Symptoms of Anxiety Disorder",1.52534672075744,0.0364244756253571,0.00583196649699613,-0.613202027961025,1.32948362468461,-1.43764649957823
"Alabama",2020,"Nov",-1.63779438588245,0.15667384825807,-0.669521520612868,-0.0598623131002067,-1.10217444506398,0.44002567717932,"Symptoms of Depressive Disorder",0.653518281346377,0.0364244756253571,0.00583196649699613,-0.476294695180566,1.23547633338693,-0.72468659574557
"Alabama",2020,"Nov",-1.63779438588245,0.15667384825807,-0.669521520612868,-0.0598623131002067,-1.10217444506398,0.44002567717932,"Symptoms of Anxiety Disorder or Depressive Disorder",1.8999739907618,0.0364244756253571,0.00583196649699613,-0.672031515512232,1.3698788369848,-1.74400748795782
"Alabama",2020,"Oct",-1.63779438588245,0.15667384825807,-0.833557865913535,0.294812678158153,-1.13853538264091,0.798674998489116,"Symptoms of Anxiety Disorder or Depressive Disorder",1.02469276545208,0.63806425602876,1.08772854084808,-0.0857363279391579,1.78824148012422,-0.522816826282858
"Alabama",2020,"Oct",-1.63779438588245,0.15667384825807,-0.833557865913535,0.294812678158153,-1.13853538264091,0.798674998489116,"Symptoms of Depressive Disorder",-0.434109276730791,0.63806425602876,1.08772854084808,0.143346238792501,1.63094215112117,0.670155686070812
"Alabama",2020,"Oct",-1.63779438588245,0.15667384825807,-0.833557865913535,0.294812678158153,-1.13853538264091,0.798674998489116,"Symptoms of Anxiety Disorder",0.135600396547725,0.63806425602876,1.08772854084808,0.0538820411339834,1.69237265830579,0.204261095447487
"Alabama",2020,"Sep",-1.63779438588245,0.15667384825807,-0.958884226234408,0.407577132298468,-0.382479034929231,0.45918594438294,"Symptoms of Anxiety Disorder or Depressive Disorder",1.5167147560108,1.22831013532824,1.4271965367639,0.199955226181522,2.29813152782231,-0.718373719610088
"Alabama",2020,"Sep",-1.63779438588245,0.15667384825807,-0.958884226234408,0.407577132298468,-0.382479034929231,0.45918594438294,"Symptoms of Anxiety Disorder",0.584462563373224,1.22831013532824,1.4271965367639,0.346351185986369,2.19760887970201,0.0439992468644482
"Alabama",2020,"Sep",-1.63779438588245,0.15667384825807,-0.958884226234408,0.407577132298468,-0.382479034929231,0.45918594438294,"Symptoms of Depressive Disorder",-0.339157664517706,1.22831013532824,1.4271965367639,0.491391627644875,2.09801699684209,0.799313204390144
"Alabama",2021,"Apr",-1.63779438588245,0.15667384825807,0.121425369594346,0.872558285824212,-1.16614127906898,-0.341106879169758,"Symptoms of Depressive Disorder",-0.788019831343204,0.253343564564756,1.25895988458939,-0.464430901125203,1.45976510124408,1.08887400588625
"Alabama",2021,"Apr",-1.63779438588245,0.15667384825807,0.121425369594346,0.872558285824212,-1.16614127906898,-0.341106879169758,"Symptoms of Anxiety Disorder or Depressive Disorder",1.1455402719051,0.253343564564756,1.25895988458939,-0.768066965905626,1.66825651956766,-0.492343998653529
"Alabama",2021,"Apr",-1.63779438588245,0.15667384825807,0.121425369594346,0.872558285824212,-1.16614127906898,-0.341106879169758,"Symptoms of Anxiety Disorder",0.161496290787658,0.253343564564756,1.25895988458939,-0.613537897222732,1.56214927988512,0.312383021514038
"Alabama",2021,"Aug",-1.63779438588245,0.15667384825807,0.355467039082873,0.548289101996221,0.597168338254007,0.7529544770683,"Symptoms of Anxiety Disorder",0.236306651925235,1.65319475185367,1.55729015032432,1.18186367246853,2.42314364921178,0.272411593957249
"Alabama",2021,"Aug",-1.63779438588245,0.15667384825807,0.355467039082873,0.548289101996221,0.597168338254007,0.7529544770683,"Symptoms of Depressive Disorder",-0.678681611219049,1.65319475185367,1.55729015032432,1.3255485959807,2.32448253161223,1.0206665425341
"Alabama",2021,"Aug",-1.63779438588245,0.15667384825807,0.355467039082873,0.548289101996221,0.597168338254007,0.7529544770683,"Symptoms of Anxiety Disorder or Depressive Disorder",0.984410263301077,1.65319475185367,1.55729015032432,1.06438543311896,2.50380997177745,-0.339369181608744
"Alabama",2021,"Dec",-1.63779438588245,0.15667384825807,0.754555653842279,0.612418539816883,-1.14696409990263,1.0268146947044,"Symptoms of Anxiety Disorder or Depressive Disorder",0.558566669133291,-0.0676966870655543,0.904793401818202,-0.00806745620383468,1.22813300550286,-0.449728094371751
"Alabama",2021,"Dec",-1.63779438588245,0.15667384825807,0.754555653842279,0.612418539816883,-1.14696409990263,1.0268146947044,"Symptoms of Anxiety Disorder",-0.321893735024417,-0.0676966870655543,0.904793401818202,0.130195394722965,1.13319494894481,0.270290818409753
"Alabama",2021,"Dec",-1.63779438588245,0.15667384825807,0.754555653842279,0.612418539816883,-1.14696409990263,1.0268146947044,"Symptoms of Depressive Disorder",-0.460005170970724,-0.0676966870655543,0.904793401818202,0.151883685064424,1.11830270477884,0.383234961591165
"Alabama",2021,"Feb",-1.63779438588245,0.15667384825807,0.0281979398652208,0.583093503660348,-1.1680192561951,0.621278000565806,"Symptoms of Anxiety Disorder",1.20596402513161,-0.658208066291596,0.717166009486944,-0.45155977132525,0.917829344134451,-1.15253419721345
"Alabama",2021,"Feb",-1.63779438588245,0.15667384825807,0.0281979398652208,0.583093503660348,-1.1680192561951,0.621278000565806,"Symptoms of Depressive Disorder",0.360031479960474,-0.658208066291596,0.717166009486944,-0.318718992983814,0.826614348617887,-0.460751320227296
"Alabama",2021,"Feb",-1.63779438588245,0.15667384825807,0.0281979398652208,0.583093503660348,-1.1680192561951,0.621278000565806,"Symptoms of Anxiety Disorder or Depressive Disorder",1.8999739907618,-0.658208066291596,0.717166009486944,-0.560543430291079,0.992662871068448,-1.72007851670005
"Alabama",2021,"Jan",-1.63779438588245,0.15667384825807,-0.123035293371277,-0.229261583423028,-1.16400668313723,0.506438619718458,"Symptoms of Anxiety Disorder",1.36997135531785,-0.663478522280671,0.491642411100628,-0.580797766671465,0.911376164319414,-1.34925571557268
"Alabama",2021,"Jan",-1.63779438588245,0.15667384825807,-0.123035293371277,-0.229261583423028,-1.16400668313723,0.506438619718458,"Symptoms of Anxiety Disorder or Depressive Disorder",1.8999739907618,-0.663478522280671,0.491642411100628,-0.664026580856813,0.968525151306321,-1.78267886503135
"Alabama",2021,"Jan",-1.63779438588245,0.15667384825807,-0.123035293371277,-0.229261583423028,-1.16400668313723,0.506438619718458,"Symptoms of Depressive Disorder",0.0751766433212161,-0.663478522280671,0.491642411100628,-0.377470044720289,0.771761375263449,-0.290404373246935
"Alabama",2021,"Jul",-1.63779438588245,0.15667384825807,0.203975848581631,0.839453161593681,0.606597207046278,0.804962762523623,"Symptoms of Anxiety Disorder",0.368663444707119,1.65319475185367,1.55729015032432,1.19521169982511,2.43287394424117,0.154242537145274
"Alabama",2021,"Jul",-1.63779438588245,0.15667384825807,0.203975848581631,0.839453161593681,0.606597207046278,0.804962762523623,"Symptoms of Depressive Disorder",-0.61538053641032,1.65319475185367,1.55729015032432,1.34974076850801,2.32676670455864,0.958969557312838
"Alabama",2021,"Jul",-1.63779438588245,0.15667384825807,0.203975848581631,0.839453161593681,0.606597207046278,0.804962762523623,"Symptoms of Anxiety Disorder or Depressive Disorder",1.21459598987825,1.65319475185367,1.55729015032432,1.06237092148368,2.52408893975773,-0.537540339840876
"Alabama",2021,"Jun",-1.63779438588245,0.15667384825807,0.177569576583304,0.867442014463805,-1.93549461114022,0.967316492607994,"Symptoms of Anxiety Disorder or Depressive Disorder",0.308239691480609,1.45907476299134,1.55729015032432,-0.13747654982604,2.30965207775344,0.592173698240927
"Alabama",2021,"Jun",-1.63779438588245,0.15667384825807,0.177569576583304,0.867442014463805,-1.93549461114022,0.967316492607994,"Symptoms of Depressive Disorder",-1.01245091475595,1.45907476299134,1.55729015032432,0.0699177265641593,2.16724499291635,1.67220206741318
"Alabama",2021,"Jun",-1.63779438588245,0.15667384825807,0.177569576583304,0.867442014463805,-1.93549461114022,0.967316492607994,"Symptoms of Anxiety Disorder",-0.485901065210657,1.45907476299134,1.55729015032432,-0.0127688803626518,2.22402167379911,1.24160252153405
"Alabama",2021,"Mar",-1.63779438588245,0.15667384825807,0.0881645837731381,0.834795098339394,-1.27559472085554,0.0818075296224267,"Symptoms of Depressive Disorder",-0.298875162366705,0.116413389671761,1.55729015032432,-0.328634757554012,1.42733817912762,0.705514388379286
"Alabama",2021,"Mar",-1.63779438588245,0.15667384825807,0.0881645837731381,0.834795098339394,-1.27559472085554,0.0818075296224267,"Symptoms of Anxiety Disorder or Depressive Disorder",1.29516099418027,0.116413389671761,1.55729015032432,-0.578953775245017,1.59921949720985,-0.598049264172859
"Alabama",2021,"Mar",-1.63779438588245,0.15667384825807,0.0881645837731381,0.834795098339394,-1.27559472085554,0.0818075296224267,"Symptoms of Anxiety Disorder",0.362908801542695,0.116413389671761,1.55729015032432,-0.43255781544017,1.49869684908956,0.164323702301676
"Alabama",2021,"May",-1.63779438588245,0.15667384825807,0.153931974714938,0.865294083357736,-1.19576119408062,0.0360719750995304,"Symptoms of Anxiety Disorder",-0.503164994703945,0.830551702789437,0.917256690419963,-0.309599665921811,1.79329351418687,0.855316495406142
"Alabama",2021,"May",-1.63779438588245,0.15667384825807,0.153931974714938,0.865294083357736,-1.19576119408062,0.0360719750995304,"Symptoms of Depressive Disorder",-0.667172324890185,0.830551702789437,0.917256690419963,-0.283844821141329,1.77560897423978,0.98943766543407
"Alabama",2021,"May",-1.63779438588245,0.15667384825807,0.153931974714938,0.865294083357736,-1.19576119408062,0.0360719750995304,"Symptoms of Anxiety Disorder or Depressive Disorder",0.308239691480609,0.830551702789437,0.917256690419963,-0.437018371677882,1.88078544866194,0.191769654215345
"Alabama",2021,"Oct",-1.63779438588245,0.15667384825807,0.678526830157305,0.525167332952473,-1.98271733198376,1.1545215867551,"Symptoms of Anxiety Disorder",-0.0284069336385145,0.668387737003413,0.879745884831615,-0.225001905315965,1.64458765319989,0.375887979321856
"Alabama",2021,"Oct",-1.63779438588245,0.15667384825807,0.678526830157305,0.525167332952473,-1.98271733198376,1.1545215867551,"Symptoms of Depressive Disorder",-0.770755901849916,0.668387737003413,0.879745884831615,-0.108427344730624,1.5645418408078,0.982962748921948
"Alabama",2021,"Oct",-1.63779438588245,0.15667384825807,0.678526830157305,0.525167332952473,-1.98271733198376,1.1545215867551,"Symptoms of Anxiety Disorder or Depressive Disorder",0.903845258999059,0.668387737003413,0.879745884831615,-0.371397865120811,1.74511030132019,-0.386484987152678
"Alabama",2021,"Sep",-1.63779438588245,0.15667384825807,0.574351582628359,0.321008569161557,0.205213308497564,0.625401368220943,"Symptoms of Anxiety Disorder",0.0320168195879951,1.19482325097322,0.974898545105043,0.764554097071149,2.03483351820019,0.193432120665441
"Alabama",2021,"Sep",-1.63779438588245,0.15667384825807,0.574351582628359,0.321008569161557,0.205213308497564,0.625401368220943,"Symptoms of Anxiety Disorder or Depressive Disorder",0.765733823052751,1.19482325097322,0.974898545105043,0.649335054632149,2.1139485653319,-0.406583639985811
"Alabama",2021,"Sep",-1.63779438588245,0.15667384825807,0.574351582628359,0.321008569161557,0.205213308497564,0.625401368220943,"Symptoms of Depressive Disorder",-0.891603408302934,1.19482325097322,0.974898545105043,0.909594538729654,1.93524163534027,0.948746078191137
"Alaska",2020,"Aug",1.68730961135074,-1.56583282101237,-1.59751579091254,-1.40510654556836,0.389933630877694,1.04703523350876,"Symptoms of Depressive Disorder",-1.15056235070226,-0.35682610709642,1.55729015032432,0.373939881287435,-1.47082488573629,1.72783314340097
"Alaska",2020,"Aug",1.68730961135074,-1.56583282101237,-1.59751579091254,-1.40510654556836,0.389933630877694,1.04703523350876,"Symptoms of Anxiety Disorder or Depressive Disorder",1.02469276545208,-0.35682610709642,1.55729015032432,0.0323493084094586,-1.23627204012227,-0.0510371117062731
"Alaska",2020,"Aug",1.68730961135074,-1.56583282101237,-1.59751579091254,-1.40510654556836,0.389933630877694,1.04703523350876,"Symptoms of Anxiety Disorder",0.282343797240677,-0.35682610709642,1.55729015032432,0.1489238689948,-1.31631785251435,0.55603765789382
"Alaska",2020,"Dec",1.68730961135074,-1.56583282101237,-0.491224256162162,-1.5722346832792,0.284920436693685,1.28207267387939,"Symptoms of Anxiety Disorder or Depressive Disorder",1.8999739907618,-1.5647999325623,0.430559675540835,-0.382886881465192,-2.11016902973447,-1.53555248775879
"Alaska",2020,"Dec",1.68730961135074,-1.56583282101237,-0.491224256162162,-1.5722346832792,0.284920436693685,1.28207267387939,"Symptoms of Anxiety Disorder",1.44765903803764,-1.5647999325623,0.430559675540835,-0.311857730596914,-2.15894112937802,-1.16566041883967
"Alaska",2020,"Dec",1.68730961135074,-1.56583282101237,-0.491224256162162,-1.5722346832792,0.284920436693685,1.28207267387939,"Symptoms of Depressive Disorder",0.0838086080678604,-1.5647999325623,0.430559675540835,-0.0976858634750092,-2.30600204051697,-0.0503370049232214
"Alaska",2020,"Jul",1.68730961135074,-1.56583282101237,-1.68610187949173,-0.532418169782025,0.484829540231317,0.783452334516334,"Symptoms of Anxiety Disorder",0.552812025968867,-0.291394497534309,1.09170026317789,-0.0647977128489267,-1.2852226767494,0.216439665927935
"Alaska",2020,"Jul",1.68730961135074,-1.56583282101237,-1.68610187949173,-0.532418169782025,0.484829540231317,0.783452334516334,"Symptoms of Anxiety Disorder or Depressive Disorder",1.42176314379771,-0.291394497534309,1.09170026317789,-0.20125320624727,-1.19152564053851,-0.49416723492178
"Alaska",2020,"Jul",1.68730961135074,-1.56583282101237,-1.68610187949173,-0.532418169782025,0.484829540231317,0.783452334516334,"Symptoms of Depressive Disorder",-0.592361963752607,-0.291394497534309,1.09170026317789,0.115034361232337,-1.40870420129223,1.15293485314049
"Alaska",2020,"Jun",1.68730961135074,-1.56583282101237,-1.68610187949173,-0.169605089684007,0.415770968761646,0.270661988571614,"Symptoms of Depressive Disorder",-0.877792264708303,-0.449559017618013,1.10359221496276,-0.180122171713223,-1.49770852800637,1.43685081940835
"Alaska",2020,"Jun",1.68730961135074,-1.56583282101237,-1.68610187949173,-0.169605089684007,0.415770968761646,0.270661988571614,"Symptoms of Anxiety Disorder",0.192571363875577,-0.449559017618013,1.10359221496276,-0.348206421859528,-1.3822936357201,0.561533709752408
"Alaska",2020,"Jun",1.68730961135074,-1.56583282101237,-1.68610187949173,-0.169605089684007,0.415770968761646,0.270661988571614,"Symptoms of Anxiety Disorder or Depressive Disorder",1.08339012572926,-0.449559017618013,1.10359221496276,-0.488095894561938,-1.2862386608496,-0.166956013767703
"Alaska",2020,"May",1.68730961135074,-1.56583282101237,-1.68610187949173,-0.139490614149604,0.506621886374964,-0.78125870037558,"Symptoms of Depressive Disorder",-0.895919390676256,-0.83106546529018,1.05981697221855,-0.765073458591326,-1.6682706004758,1.47142666191806
"Alaska",2020,"May",1.68730961135074,-1.56583282101237,-1.68610187949173,-0.139490614149604,0.506621886374964,-0.78125870037558,"Symptoms of Anxiety Disorder or Depressive Disorder",0.899529276625737,-0.83106546529018,1.05981697221855,-1.04702123303029,-1.4746714263182,0.00315280055970096
"Alaska",2020,"May",1.68730961135074,-1.56583282101237,-1.68610187949173,-0.139490614149604,0.506621886374964,-0.78125870037558,"Symptoms of Anxiety Disorder",-0.110410598731634,-0.83106546529018,1.05981697221855,-0.888425609908372,-1.58357096178185,0.829056847573779
"Alaska",2020,"Nov",1.68730961135074,-1.56583282101237,-0.882932208157488,-1.5722346832792,0.349563661158828,1.12192011129851,"Symptoms of Anxiety Disorder or Depressive Disorder",1.8999739907618,-1.5647999325623,0.673177279502334,-0.391682261508042,-2.06436762638327,-1.4380726315896
"Alaska",2020,"Nov",1.68730961135074,-1.56583282101237,-0.882932208157488,-1.5722346832792,0.349563661158828,1.12192011129851,"Symptoms of Depressive Disorder",-0.0543028278784468,-1.5647999325623,0.673177279502334,-0.0847929531763999,-2.27509288133174,0.160086994427383
"Alaska",2020,"Nov",1.68730961135074,-1.56583282101237,-0.882932208157488,-1.5722346832792,0.349563661158828,1.12192011129851,"Symptoms of Anxiety Disorder",1.31817956683798,-1.5647999325623,0.673177279502334,-0.300320338444646,-2.12710120493241,-0.962295428437902
"Alaska",2020,"Oct",1.68730961135074,-1.56583282101237,-1.28093765865344,-1.5722346832792,0.557678001159524,1.12536927909731,"Symptoms of Anxiety Disorder or Depressive Disorder",1.56850654449066,-1.4183738985936,0.699633736555165,-0.200034631531903,-2.00227639111437,-1.15337377983529
"Alaska",2020,"Oct",1.68730961135074,-1.56583282101237,-1.28093765865344,-1.5722346832792,0.557678001159524,1.12536927909731,"Symptoms of Anxiety Disorder",0.679414175586309,-1.4183738985936,0.699633736555165,-0.0604162624587621,-2.0981452129328,-0.426295858104947
"Alaska",2020,"Oct",1.68730961135074,-1.56583282101237,-1.28093765865344,-1.5722346832792,0.557678001159524,1.12536927909731,"Symptoms of Depressive Disorder",-0.425477311984148,-1.4183738985936,0.699633736555165,0.113090060272908,-2.21728316626056,0.477257287346351
"Alaska",2020,"Sep",1.68730961135074,-1.56583282101237,-1.47309166462148,-1.41327892953369,0.456921505404286,1.29633798923585,"Symptoms of Depressive Disorder",-0.770755901849916,-0.893706501156039,1.55729015032432,0.425947046940968,-1.8061423035168,1.20566857481565
"Alaska",2020,"Sep",1.68730961135074,-1.56583282101237,-1.47309166462148,-1.41327892953369,0.456921505404286,1.29633798923585,"Symptoms of Anxiety Disorder or Depressive Disorder",0.981532941718856,-0.893706501156039,1.55729015032432,0.15077686323371,-1.61719695566106,-0.227310241798524
"Alaska",2020,"Sep",1.68730961135074,-1.56583282101237,-1.47309166462148,-1.41327892953369,0.456921505404286,1.29633798923585,"Symptoms of Anxiety Disorder",0.0492807490812832,-0.893706501156039,1.55729015032432,0.297172823038556,-1.71771960378136,0.535062724676009
"Alaska",2021,"Apr",1.68730961135074,-1.56583282101237,-0.0619962136952745,-1.5722346832792,0.438948554814944,-0.640743093082975,"Symptoms of Depressive Disorder",-0.9433951967828,-1.5647999325623,0.40199483839857,-0.924893763731348,-2.25771341898572,1.05362036072759
"Alaska",2021,"Apr",1.68730961135074,-1.56583282101237,-0.0619962136952745,-1.5722346832792,0.438948554814944,-0.640743093082975,"Symptoms of Anxiety Disorder or Depressive Disorder",0.506774880653426,-1.5647999325623,0.40199483839857,-1.15262081231667,-2.10134485524304,-0.132293142677237
"Alaska",2021,"Apr",1.68730961135074,-1.56583282101237,-0.0619962136952745,-1.5722346832792,0.438948554814944,-0.640743093082975,"Symptoms of Anxiety Disorder",-0.356421594010994,-1.5647999325623,0.40199483839857,-1.01706899768255,-2.19442138128035,0.57360775220659
"Alaska",2021,"Aug",1.68730961135074,-1.56583282101237,0.167566021147123,-1.5722346832792,0.438948554814944,1.28664265506089,"Symptoms of Anxiety Disorder",-0.252838017051264,-0.511635160023092,1.55729015032432,0.37484175570977,-1.4971613954961,0.900795972856185
"Alaska",2021,"Aug",1.68730961135074,-1.56583282101237,0.167566021147123,-1.5722346832792,0.438948554814944,1.28664265506089,"Symptoms of Depressive Disorder",-0.931885910453935,-0.511635160023092,1.55729015032432,0.481475849888608,-1.57038159597879,1.45610467683146
"Alaska",2021,"Aug",1.68730961135074,-1.56583282101237,0.167566021147123,-1.5722346832792,0.438948554814944,1.28664265506089,"Symptoms of Anxiety Disorder or Depressive Disorder",0.529793453311138,-0.511635160023092,1.55729015032432,0.251941443774838,-1.41277201188894,0.260779161494852
"Alaska",2021,"Dec",1.68730961135074,-1.56583282101237,1.03353430311554,-1.5722346832792,0.438948554814944,1.41212447613656,"Symptoms of Anxiety Disorder",0.903845258999059,-1.5647999325623,0.101787388486319,-0.128929285690944,-2.27460988439284,-0.88421009693111
"Alaska",2021,"Dec",1.68730961135074,-1.56583282101237,1.03353430311554,-1.5722346832792,0.438948554814944,1.41212447613656,"Symptoms of Depressive Disorder",-1.09877056222239,-1.5647999325623,0.101787388486319,0.185550924260208,-2.4905474247994,0.753479979199365
"Alaska",2021,"Dec",1.68730961135074,-1.56583282101237,1.03353430311554,-1.5722346832792,0.438948554814944,1.41212447613656,"Symptoms of Anxiety Disorder or Depressive Disorder",1.54261065025073,-1.5647999325623,0.101787388486319,-0.22923762852019,-2.20573325512523,-1.40657675914514
"Alaska",2021,"Feb",1.68730961135074,-1.56583282101237,-0.210007998145422,-1.5722346832792,0.592902169331351,0.632150971626839,"Symptoms of Depressive Disorder",0.394559338947051,-1.5647999325623,1.12727265875204,-0.20952596643012,-2.12593517611821,-0.0173551144126919
"Alaska",2021,"Feb",1.68730961135074,-1.56583282101237,-0.210007998145422,-1.5722346832792,0.592902169331351,0.632150971626839,"Symptoms of Anxiety Disorder",1.0678525891853,-1.5647999325623,1.12727265875204,-0.315256381844732,-2.05333548580911,-0.567957812422078
"Alaska",2021,"Feb",1.68730961135074,-1.56583282101237,-0.210007998145422,-1.5722346832792,0.592902169331351,0.632150971626839,"Symptoms of Anxiety Disorder or Depressive Disorder",1.8999739907618,-1.5647999325623,1.12727265875204,-0.445928331152021,-1.96360971470915,-1.24844627509009
"Alaska",2021,"Jan",1.68730961135074,-1.56583282101237,-0.302105687900642,-1.5722346832792,0.247226013333521,0.927093314762099,"Symptoms of Anxiety Disorder",1.26638777835812,-1.5647999325623,0.482315344433123,-0.492114575660544,-2.14076909867893,-0.936606971969004
"Alaska",2021,"Jan",1.68730961135074,-1.56583282101237,-0.302105687900642,-1.5722346832792,0.247226013333521,0.927093314762099,"Symptoms of Anxiety Disorder or Depressive Disorder",1.8999739907618,-1.5647999325623,0.482315344433123,-0.591609607601986,-2.07245092856755,-1.45473822881373
"Alaska",2021,"Jan",1.68730961135074,-1.56583282101237,-0.302105687900642,-1.5722346832792,0.247226013333521,0.927093314762099,"Symptoms of Depressive Disorder",-0.0801987221183798,-1.5647999325623,0.482315344433123,-0.28065374483132,-2.28596847929714,0.164598424049771
"Alaska",2021,"Jul",1.68730961135074,-1.56583282101237,0.0462617212051992,-1.5722346832792,0.438948554814944,0.0672522062549539,"Symptoms of Anxiety Disorder or Depressive Disorder",-0.252838017051264,-0.249044434779656,1.55729015032432,-0.271555798168199,-1.21959817747476,1.17081808567549
"Alaska",2021,"Jul",1.68730961135074,-1.56583282101237,0.0462617212051992,-1.5722346832792,0.438948554814944,0.0672522062549539,"Symptoms of Anxiety Disorder",-0.770755901849916,-0.249044434779656,1.55729015032432,-0.190224709387728,-1.27544409309715,1.59435862260579
"Alaska",2021,"Jul",1.68730961135074,-1.56583282101237,0.0462617212051992,-1.5722346832792,0.438948554814944,0.0672522062549539,"Symptoms of Depressive Disorder",-1.63395237651434,-0.249044434779656,1.55729015032432,-0.0546728947536104,-1.36852061913446,2.30025951748962
"Alaska",2021,"Jun",1.68730961135074,-1.56583282101237,0.0178993664598246,-1.5722346832792,0.438948554814944,-0.190191034238906,"Symptoms of Anxiety Disorder or Depressive Disorder",0.0838086080678604,-0.426646938848789,1.55729015032432,-0.488691367866982,-1.27848118879184,0.883109422458154
"Alaska",2021,"Jun",1.68730961135074,-1.56583282101237,0.0178993664598246,-1.5722346832792,0.438948554814944,-0.190191034238906,"Symptoms of Depressive Disorder",-1.63395237651434,-0.426646938848789,1.55729015032432,-0.218943256745088,-1.46370347560609,2.28785220327697
"Alaska",2021,"Jun",1.68730961135074,-1.56583282101237,0.0178993664598246,-1.5722346832792,0.438948554814944,-0.190191034238906,"Symptoms of Anxiety Disorder",-0.606748571663675,-0.426646938848789,1.55729015032432,-0.380249916159688,-1.35294240962169,1.44783013836522
